Mixed_Data
    0.020000     0.000000     2.478420     1.000000   -14.043105     1.000000   -67.649136     0.000000   122.449972     1.000000    93.120965     1.000000   109.697937     1.000000   142.073783     1.000000     2.309930     1.000000     1.908740     1.000000   -97.201398     1.000000     3.343700     1.000000     2.062490     1.000000    49.177956     1.000000    49.177956     1.000000
    0.040000     0.000000     2.465760     1.000000   -13.315717     1.000000   -68.161323     0.000000   121.039875     1.000000    94.831414     1.000000   109.250209     1.000000   143.437155     1.000000     2.307970     1.000000     1.915160     1.000000   -96.196068     1.000000     3.362160     1.000000     2.078480     1.000000    48.608701     1.000000    48.608701     1.000000
    0.060000     0.000000     2.467250     1.000000   -13.274231     1.000000   -68.058015     0.000000   120.842054     1.000000    95.927889     1.000000   109.199649     1.000000   143.611865     1.000000     2.326690     1.000000     1.907970     1.000000   -95.532806     1.000000     3.372480     1.000000     2.086290     1.000000    48.473056     1.000000    48.473056     1.000000
    0.080000     0.000000     2.483020     1.000000   -13.313237     1.000000   -68.876605     0.000000   120.826392     1.000000    94.421793     1.000000   110.886770     1.000000   143.028066     1.000000     2.322850     1.000000     1.910680     1.000000   -96.156075     1.000000     3.383670     1.000000     2.085890     1.000000    48.539554     1.000000    48.539554     1.000000
    0.100000     0.000000     2.497220     1.000000   -14.306344     1.000000   -67.164862     0.000000   119.465454     1.000000    94.162930     1.000000   112.080124     1.000000   144.890711     1.000000     2.325310     1.000000     1.902200     1.000000   -95.654143     1.000000     3.393200     1.000000     2.105370     1.000000    48.523792     1.000000    48.523792     1.000000
    0.120000     0.000000     2.509900     1.000000   -14.241676     1.000000   -67.270805     0.000000   120.161127     1.000000    95.968049     1.000000   109.569507     1.000000   144.238954     1.000000     2.345150     1.000000     1.913340     1.000000   -95.726188     1.000000     3.394320     1.000000     2.106020     1.000000    48.475996     1.000000    48.475996     1.000000
    0.140000     0.000000     2.519150     1.000000   -14.664208     1.000000   -66.557250     0.000000   121.407302     1.000000    95.156521     1.000000   109.014759     1.000000   142.854642     1.000000     2.337830     1.000000     1.904880     1.000000   -97.674932     1.000000     3.383010     1.000000     2.094150     1.000000    48.559942     1.000000    48.559942     1.000000
    0.160000     0.000000     2.493350     1.000000   -15.191410     0.000000   -66.351155     0.000000   121.192881     1.000000    92.859044     1.000000   111.264180     1.000000   143.913283     1.000000     2.297470     1.000000     1.906730     1.000000   -98.135309     1.000000     3.371590     1.000000     2.093010     1.000000    48.383764     1.000000    48.383764     1.000000
    0.180000     0.000000     2.462110     1.000000   -16.381941     0.000000   -64.610030     0.000000   122.108245     1.000000    93.615058     1.000000   110.093815     1.000000   144.124319     1.000000     2.286610     1.000000     1.906830     1.000000   -97.938328     1.000000     3.361230     1.000000     2.098180     1.000000    48.260543     1.000000    48.260543     1.000000
    0.200000     0.000000     2.472830     1.000000   -17.128300     0.000000   -63.218629     0.000000   122.935310     1.000000    95.588476     1.000000   108.151378     1.000000   143.581789     1.000000     2.319530     1.000000     1.892560     1.000000   -97.635737     1.000000     3.347650     1.000000     2.085940     1.000000    48.704156     1.000000    48.704156     1.000000
