________NAC? B_Distan_N_H CriteriaMet? B_DihedralAll CriteriaMet? B_GroupAngle CriteriaMet? B_H99_N_C CriteriaMet? B_H99NH1_Angle CriteriaMet? B_H99NH2_Angle CriteriaMet? B_C99H99NZ_Angle CriteriaMet? B_Distan_THR_LYS CriteriaMet? B_ASPHN5_Dist CriteriaMet? B_C7C3N99H99_Dih CriteriaMet? B_LYSHOH_Dist CriteriaMet? B_THRHOH_Dist CriteriaMet? B_LysO_Thr CriteriaMet? B_Lys_OThr CriteriaMet?
        0.00         2.66         0.00        -1.39         1.00       -79.36         1.00       108.24         1.00       105.46         1.00       114.57         1.00       148.51         1.00         2.39         1.00         2.06         1.00       -87.47         1.00         3.30         1.00         2.88         1.00        42.95         1.00        42.95         1.00

