________NAC? A_Distan_N_H CriteriaMet? A_DihedralAll CriteriaMet? A_GroupAngle CriteriaMet? A_H99_N_C CriteriaMet? A_H99NH1_Angle CriteriaMet? A_H99NH2_Angle CriteriaMet? A_C99H99NZ_Angle CriteriaMet? A_Distan_THR_LYS CriteriaMet? A_ASPHN5_Dist CriteriaMet? A_C7C3N99H99_Dih CriteriaMet? A_LYSHOH_Dist CriteriaMet? A_THRHOH_Dist CriteriaMet? A_LysO_Thr CriteriaMet? A_Lys_OThr CriteriaMet?
        0.00         2.51         1.00       -14.40         1.00       -68.78         0.00       122.38         1.00        95.20         1.00       108.43         1.00       142.68         1.00         2.34         1.00         1.90         1.00       -99.68         1.00         3.32         1.00         2.04         1.00        49.67         1.00        49.67         1.00

