Mixed_Data
    0.020000     0.000000     2.593380     1.000000   -27.373243     0.000000   -58.833247     0.000000   125.209869     1.000000    80.259190     1.000000   117.906897     1.000000   148.801523     1.000000     2.058420     1.000000     1.918490     1.000000  -107.066383     1.000000     3.465140     1.000000     2.122620     1.000000    44.879850     1.000000    44.879850     1.000000
    0.040000     0.000000     2.585270     1.000000   -28.958585     0.000000   -57.614035     0.000000   123.866561     1.000000    81.218820     1.000000   118.828419     1.000000   150.540347     1.000000     2.060460     1.000000     1.896070     1.000000  -107.778233     1.000000     3.448070     1.000000     2.123770     1.000000    44.994028     1.000000    44.994028     1.000000
    0.060000     0.000000     2.597480     1.000000   -30.175554     0.000000   -56.453375     0.000000   123.916525     1.000000    82.146344     1.000000   118.726019     1.000000   149.919646     1.000000     2.093290     1.000000     1.902380     1.000000  -107.854064     1.000000     3.443310     1.000000     2.126840     1.000000    45.363983     1.000000    45.363983     1.000000
    0.080000     0.000000     2.603870     1.000000   -30.762362     0.000000   -55.550855     0.000000   123.990226     1.000000    81.667668     1.000000   119.281424     1.000000   149.429454     1.000000     2.101690     1.000000     1.922020     1.000000  -108.824574     1.000000     3.464920     1.000000     2.136010     1.000000    45.275939     1.000000    45.275939     1.000000
    0.100000     0.000000     2.616330     1.000000   -29.786441     0.000000   -56.534652     0.000000   123.513031     1.000000    80.209015     1.000000   120.334572     1.000000   149.640540     1.000000     2.089700     1.000000     1.921270     1.000000  -109.270950     1.000000     3.496140     1.000000     2.179340     1.000000    44.976991     1.000000    44.976991     1.000000
    0.120000     0.000000     2.632390     1.000000   -28.790291     0.000000   -57.898299     0.000000   124.270215     1.000000    79.531919     1.000000   119.846560     1.000000   148.870499     1.000000     2.096290     1.000000     1.928760     1.000000  -108.596411     1.000000     3.514780     1.000000     2.220010     1.000000    44.920608     1.000000    44.920608     1.000000
    0.140000     0.000000     2.624000     1.000000   -27.340016     0.000000   -59.602366     0.000000   124.910392     1.000000    80.271161     1.000000   118.678651     1.000000   149.198331     1.000000     2.095590     1.000000     1.935840     1.000000  -107.798690     1.000000     3.515900     1.000000     2.243340     1.000000    44.766052     1.000000    44.766052     1.000000
    0.160000     0.000000     2.602380     1.000000   -27.231242     0.000000   -60.057273     0.000000   124.945948     1.000000    80.820661     1.000000   117.965854     1.000000   149.117027     1.000000     2.067880     1.000000     1.938280     1.000000  -107.263125     1.000000     3.510720     1.000000     2.235990     1.000000    44.304922     1.000000    44.304922     1.000000
    0.180000     0.000000     2.585410     1.000000   -27.113978     0.000000   -59.804270     0.000000   125.286684     1.000000    80.747340     1.000000   117.567140     1.000000   149.175047     1.000000     2.057550     1.000000     1.933480     1.000000  -105.945683     1.000000     3.497080     1.000000     2.248300     1.000000    44.268641     1.000000    44.268641     1.000000
    0.200000     0.000000     2.583500     1.000000   -27.465353     0.000000   -58.745534     0.000000   125.539295     1.000000    81.858083     1.000000   116.884107     1.000000   149.682988     1.000000     2.072560     1.000000     1.919560     1.000000  -106.487511     1.000000     3.475870     1.000000     2.223170     1.000000    44.616762     1.000000    44.616762     1.000000
    0.220000     0.000000     2.603110     1.000000   -27.029956     0.000000   -57.327322     0.000000   125.285368     1.000000    81.974941     1.000000   116.650271     1.000000   148.168402     1.000000     2.081270     1.000000     1.921520     1.000000  -107.263642     1.000000     3.474140     1.000000     2.198290     1.000000    44.753263     1.000000    44.753263     1.000000
    0.240000     0.000000     2.618830     1.000000   -26.624843     0.000000   -57.549014     0.000000   124.874413     1.000000    81.070294     1.000000   117.325686     1.000000   147.475452     1.000000     2.102050     1.000000     1.930270     1.000000  -107.733784     1.000000     3.492840     1.000000     2.155040     1.000000    45.095250     1.000000    45.095250     1.000000
