________NAC? A_Distan_N_H CriteriaMet? A_DihedralAll CriteriaMet? A_GroupAngle CriteriaMet? A_H99_N_C CriteriaMet? A_H99NH1_Angle CriteriaMet? A_H99NH2_Angle CriteriaMet? A_C99H99NZ_Angle CriteriaMet? A_Distan_THR_LYS CriteriaMet? A_ASPHN5_Dist CriteriaMet? A_C7C3N99H99_Dih CriteriaMet? A_LYSHOH_Dist CriteriaMet? A_THRHOH_Dist CriteriaMet? A_LysO_Thr CriteriaMet? A_Lys_OThr CriteriaMet?
      100.00         2.43         1.00        -1.42         1.00       -79.35         1.00        88.50         1.00        96.88         1.00       139.82         1.00       143.83         1.00         2.69         1.00         1.79         1.00       -87.47         1.00         3.91         1.00         2.82         1.00        45.66         1.00        45.66         1.00

