________NAC? B_Distan_N_H CriteriaMet? B_DihedralAll CriteriaMet? B_GroupAngle CriteriaMet? B_H99_N_C CriteriaMet? B_H99NH1_Angle CriteriaMet? B_H99NH2_Angle CriteriaMet? B_C99H99NZ_Angle CriteriaMet? B_Distan_THR_LYS CriteriaMet? B_ASPHN5_Dist CriteriaMet? B_C7C3N99H99_Dih CriteriaMet? B_LYSHOH_Dist CriteriaMet? B_THRHOH_Dist CriteriaMet? B_LysO_Thr CriteriaMet? B_Lys_OThr CriteriaMet?
        0.00         2.62         1.00       -25.98         0.00       -60.62         0.00       125.85         1.00        81.13         1.00       117.03         1.00       147.37         1.00         2.07         1.00         1.92         1.00      -107.59         1.00         3.48         1.00         2.13         1.00        44.92         1.00        44.92         1.00

