
   36.0000   246.3114   211.8168   -61.2953     0.1814   186.7861   -98.4751   485.3253
   37.0000   246.3119   211.8169   -65.2134     0.1813    87.1292   -98.5997   381.6263
   38.0000   246.3119   211.8166   -66.6775     0.1814   102.8282   -99.2584   395.2023
   39.0000   246.3122   211.8167   -70.7224     0.1814    45.8333  -101.5910   331.8301
   40.0000   246.3125   211.8168   -63.2593     0.1814   142.2899   -98.5820   438.7593
   41.0000   246.3132   211.8166   -67.7547     0.1814    81.1852  -100.0067   371.7350
   42.0000   246.3139   211.8163   -64.3780     0.1814   118.4022  -100.6767   411.6592
   43.0000   246.3138   211.8162   -65.8976     0.1814    41.8716  -101.1550   333.1304
   44.0000   246.3144   211.8162   -69.1047     0.1814    72.8350  -100.8213   361.2211
   45.0000   246.3153   211.8164   -69.7950     0.1814    45.3599  -101.7798   332.0982
   46.0000   246.3151   211.8162   -62.9450     0.1814    54.0912  -100.5216   348.9373
   47.0000   246.3153   211.8160   -71.2596     0.1814   101.5221  -100.9550   387.6203
   48.0000   246.3157   211.8153   -67.1100     0.1814    65.2220  -100.9418   355.4826
   49.0000   246.3162   211.8150   -62.0075     0.1814   191.7380   -99.1278   488.9152
   50.0000   246.3162   211.8144   -67.2089     0.1814    59.4400  -101.0413   349.5018
   51.0000   246.3168   211.8146   -65.9030     0.1814    40.5362  -101.2595   331.6864
   52.0000   246.3171   211.8141   -69.7831     0.1814    69.4371  -101.5735   356.3932
   53.0000   246.3167   211.8141   -73.1100     0.1814    72.1081  -100.8504   356.4599
   54.0000   246.3171   211.8137   -65.0795     0.1814   102.5174   -98.9205   396.8296
   55.0000   246.3172   211.8131   -70.8497     0.1814    83.2114  -100.8141   369.8593
   56.0000   246.3178   211.8128   -71.6761     0.1814    93.5425  -100.9479   379.2304
   57.0000   246.3188   211.8125   -70.2206     0.1814    88.6944  -100.8322   375.9543
   58.0000   246.3193   211.8118   -65.6236     0.1814    43.1497  -101.9441   333.8945
   59.0000   246.3201   211.8118   -58.1368     0.1814   114.5921   -97.7333   417.0352
   60.0000   246.3204   211.8120   -69.9151     0.1814   125.7970  -100.7650   413.4307
   61.0000   246.3216   211.8122   -71.5205     0.1814    47.4396  -101.2586   332.9756
   62.0000   246.3220   211.8117   -64.7947     0.1814    38.2742  -101.7158   330.0787
   63.0000   246.3221   211.8119   -62.2805     0.1813   168.8393  -100.5322   464.3419
   64.0000   246.3224   211.8116   -71.2961     0.1814    46.5962  -101.4260   332.1894
   65.0000   246.3232   211.8119   -65.4573     0.1814    89.8444   -98.6825   384.0210
   66.0000   246.3239   211.8122   -72.3578     0.1813    82.6766  -100.6471   367.9892
   67.0000   246.3244   211.8116   -71.1735     0.1814    58.1071  -101.8108   343.4400
   68.0000   246.3246   211.8119   -71.0214     0.1814    87.4884  -100.5839   374.2010
   69.0000   246.3253   211.8115   -64.4969     0.1814   101.5358   -97.6621   397.6950
   70.0000   246.3265   211.8115   -66.7833     0.1814    73.0068  -101.4745   363.0685
   71.0000   246.3274   211.8119   -69.6575     0.1814    46.5321  -101.2434   333.9519
   72.0000   246.3279   211.8120   -61.8153     0.1814    91.9206   -97.9421   390.4846
   73.0000   246.3285   211.8120   -72.1622     0.1814    69.9308  -100.9901   355.1002
   74.0000   246.3287   211.8122   -67.4893     0.1814    40.4019  -101.3976   329.8373
   75.0000   246.3299   211.8119   -72.3223     0.1814    83.0708  -100.6805   368.3913
   76.0000   246.3301   211.8114   -69.7509     0.1814    64.9779  -101.7218   351.8281
   77.0000   246.3307   211.8114   -66.1966     0.1814   112.5819   -99.8747   404.8340
   78.0000   246.3309   211.8113   -72.1364     0.1814    70.1071  -101.0294   355.2648
   79.0000   246.3311   211.8109   -64.0425     0.1814    82.5925  -100.1001   376.7733
   80.0000   246.3317   211.8113   -65.5251     0.1814    40.5823  -101.8779   331.5037
   81.0000   246.3324   211.8106   -72.2593     0.1814    53.8838  -101.3648   338.5839
   82.0000   246.3334   211.8106   -72.1020     0.1814    73.1444  -101.0813   358.2865
   83.0000   246.3343   211.8104   -70.5959     0.1814    83.1013  -100.7814   370.0501
   84.0000   246.3349   211.8103   -66.3527     0.1814    81.7140  -100.5911   373.0968
   85.0000   246.3360   211.8102   -70.6599     0.1814    93.2701  -100.7527   380.1851
   86.0000   246.3372   211.8103   -66.2632     0.1813    97.9285   -99.9261   390.0681
   87.0000   246.3378   211.8103   -65.3030     0.1814    89.2805   -98.5343   383.7727
   88.0000   246.3388   211.8104   -66.1783     0.1814    40.1443  -101.7707   330.5258
   89.0000   246.3398   211.8101   -69.6760     0.1814    42.9848  -101.3056   330.3344
   90.0000   246.3403   211.8100   -67.7178     0.1813    44.2401  -101.1940   333.6599
   91.0000   246.3406   211.8098   -64.7907     0.1813    81.4887   -99.4312   375.5986
   92.0000   246.3405   211.8094   -68.4050     0.1813    71.2508  -101.5931   359.5840
   93.0000   246.3410   211.8091   -68.9088     0.1813    54.3672  -101.8323   341.9574
   94.0000   246.3419   211.8089   -57.9451     0.1813    68.6948   -98.7299   370.3521
   95.0000   246.3425   211.8092   -73.0824     0.1813    59.0490  -101.0332   343.2664
   96.0000   246.3431   211.8091   -71.7872     0.1813    98.0246  -100.6829   383.8880
   97.0000   246.3439   211.8089   -68.7144     0.1813    60.5510  -101.7901   348.3807
   98.0000   246.3446   211.8091   -70.0893     0.1813    50.1743  -101.8940   336.5261
   99.0000   246.3462   211.8094   -58.5045     0.1813   163.4362   -97.9440   465.3246
  100.0000   246.3476   211.8098   -65.2058     0.1813   122.8048   -99.4452   416.4926

